,category_id,album_name,artist_name,playlist_name,track_id,track_name,track_uri,duration_ms,track_popularity,acousticness,danceability,energy,valence,tempo,instrumentalness,key,mode,liveness,loudness,speechiness
5826,roots,Stay Alive (From The Secret Life Of Walter Mitty),José González,Infinite Acoustic,6QHGyXR0m3PDStlyHN8dYK,Stay Alive,spotify:track:6QHGyXR0m3PDStlyHN8dYK,266907,22,0.7020000000000001,0.716,0.301,0.329,129.997,0.145,6,1,0.0885,-12.081,0.0365
5827,roots,Been on Your Side,"Courtney Hartman,Taylor Ashton",Infinite Acoustic,1qIktGpjJbiikPxFDbuh1L,Wayside,spotify:track:1qIktGpjJbiikPxFDbuh1L,157069,50,0.939,0.629,0.23,0.62,117.177,0.00123,10,1,0.123,-12.604,0.0364
5828,roots,Heaven Depends,Lorkin O'Reilly,Infinite Acoustic,5pZBaCY6CWL5hd4k5SmJcq,Ribcage,spotify:track:5pZBaCY6CWL5hd4k5SmJcq,148769,41,0.929,0.428,0.141,0.503,165.042,0.209,1,1,0.119,-16.872,0.035
5829,roots,Chemicals,Gregory Alan Isakov,Infinite Acoustic,2wDuq7nBkGJjO4ykq3aJ4D,Chemicals,spotify:track:2wDuq7nBkGJjO4ykq3aJ4D,199907,71,0.885,0.608,0.238,0.27,78.013,0.125,0,1,0.111,-13.604,0.0434
5830,roots,Top to Toe,Fenne Lily,Infinite Acoustic,1I6hI9D2b1UXZUGoP8ixM0,Top to Toe,spotify:track:1I6hI9D2b1UXZUGoP8ixM0,216416,63,0.908,0.569,0.184,0.309,110.916,0.0,1,1,0.114,-12.842,0.0584
5831,roots,da Costa Deluxe,"Anthony da Costa,Sarah Jarosz",Infinite Acoustic,0n5BiC98D3E0EZimzsboGW,You’re Free Now (feat. Sarah Jarosz),spotify:track:0n5BiC98D3E0EZimzsboGW,259798,51,0.846,0.408,0.24,0.434,147.585,0.00254,4,1,0.104,-13.522,0.0307
5832,roots,13 Reasons Why (Season 2),"Lord Huron,Phoebe Bridgers",Infinite Acoustic,0jZO7p0nBUi9VHedWUBS9l,The Night We Met (feat. Phoebe Bridgers),spotify:track:0jZO7p0nBUi9VHedWUBS9l,208173,74,0.962,0.424,0.4370000000000001,0.131,174.127,0.336,2,1,0.664,-8.588,0.0355
5833,roots,The Nashville Sound,Jason Isbell and the 400 Unit,Infinite Acoustic,250RLekaiL1q9qZer975Eg,If We Were Vampires,spotify:track:250RLekaiL1q9qZer975Eg,215564,69,0.8240000000000001,0.629,0.208,0.685,96.609,3.7000000000000006e-06,5,1,0.107,-16.225,0.0324
5834,roots,Canary / The Trouble with Wanting,Joy Williams,Infinite Acoustic,0a1Jael2mnrkLTyPetixjh,The Trouble with Wanting,spotify:track:0a1Jael2mnrkLTyPetixjh,235587,66,0.912,0.396,0.198,0.19,138.624,0.0,2,1,0.0972,-9.096,0.031
5835,roots,Woodland - EP,The Paper Kites,Infinite Acoustic,41yIvlFgvGwxq8qTqAR7eG,Bloom - Bonus Track,spotify:track:41yIvlFgvGwxq8qTqAR7eG,210080,74,0.882,0.5920000000000001,0.416,0.417,96.002,0.000586,1,1,0.112,-9.794,0.0246
5836,roots,My Arms Were Always Around You,Peter Bradley Adams,Infinite Acoustic,02a2RQEICEzbdPPYh0aLnJ,My Arms Were Always Around You,spotify:track:02a2RQEICEzbdPPYh0aLnJ,200800,68,0.7240000000000001,0.643,0.436,0.422,91.485,0.459,1,1,0.11,-12.245,0.0273
5837,roots,Sleeping Operator,The Barr Brothers,Infinite Acoustic,1NCAKlp1bFHYbSSDQxfbJ1,Even The Darkness Has Arms,spotify:track:1NCAKlp1bFHYbSSDQxfbJ1,230520,23,0.813,0.513,0.662,0.7340000000000001,101.275,0.18,11,1,0.28800000000000003,-12.787,0.0435
5838,roots,Tugboats - EP,The Brother Brothers,Infinite Acoustic,0o7UJe1SQW8kAPNSGU6FVY,Tugboats,spotify:track:0o7UJe1SQW8kAPNSGU6FVY,227152,48,0.787,0.5,0.201,0.436,119.718,0.0,2,1,0.184,-6.837999999999999,0.0335
5839,roots,The Rains,Henry Jamison,Infinite Acoustic,5Wvf91821sBE8aErRtpfRN,The Rains,spotify:track:5Wvf91821sBE8aErRtpfRN,211795,18,0.648,0.6890000000000001,0.399,0.4320000000000001,117.027,0.0167,6,1,0.0704,-10.906,0.028
5840,roots,Back to Tennessee,Josiah and the Bonnevilles,Infinite Acoustic,6yVZtPADFaHeYpeAS45Gz2,Back to Tennessee,spotify:track:6yVZtPADFaHeYpeAS45Gz2,216147,18,0.306,0.458,0.453,0.224,91.779,1.11e-05,2,1,0.149,-8.545,0.0278
