category_id,playlist_name,playlist_id,track_id,track_uri,track_preview_url,track_name,track_popularity,artist_name,album_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,3GCpEbJzknVdpvx9WI03x3,spotify:track:3GCpEbJzknVdpvx9WI03x3,https://p.scdn.co/mp3-preview/8e2ca5ef08d7f07ff643b0dc58614201b6627034?cid=63a77ff40e794a12ae216a18befde98c,Mysterious Girl - Radio Edit,62,Peter Andre,The Long Road Back,0.14,0.655,217107,0.8220000000000001,0.0,8,0.298,-5.755,1,0.21100000000000002,171.983,0.8590000000000001
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,2goLsvvODILDzeeiT4dAoR,spotify:track:2goLsvvODILDzeeiT4dAoR,https://p.scdn.co/mp3-preview/579967c91dc409b693b9819c12bbba83e4d0f9a4?cid=63a77ff40e794a12ae216a18befde98c,Believe,75,Cher,Believe,0.0082,0.652,239027,0.917,0.0,6,0.0509,-6.72,1,0.0548,132.975,0.45899999999999996
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,1lfjTOtTRUDkzcmahA4lcs,spotify:track:1lfjTOtTRUDkzcmahA4lcs,https://p.scdn.co/mp3-preview/71560d3eabf048cc3acd77de34a654687fc72043?cid=63a77ff40e794a12ae216a18befde98c,"I'll Be There for You (Theme from ""Friends')",64,The Rembrandts,I'll Be There For You (Theme From FRIENDS) / Snippets: Don't Hide Your Love / End Of The Beginning / Lovin' Me Insane / Drowning In Your Tears / This House Is Not A Home / What Will It Take [Digital 45],0.065,0.258,187293,0.919,0.0,9,0.27899999999999997,-6.9270000000000005,1,0.0809,93.62,0.636
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,7MQywXGHEev7JmwwIzMcao,spotify:track:7MQywXGHEev7JmwwIzMcao,https://p.scdn.co/mp3-preview/30ccce7de37ac5b3a3ccc80ab19e4d5ad91d2762?cid=63a77ff40e794a12ae216a18befde98c,Love Like This,62,Faith Evans,Keep The Faith,0.00364,0.767,275707,0.551,0.0,0,0.0451,-7.327999999999999,1,0.0616,100.904,0.7959999999999999
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,2oTDOIAdsxPTE7yAp4YOcv,spotify:track:2oTDOIAdsxPTE7yAp4YOcv,,Jump Around,20,House Of Pain,House Of Pain (US Release),0.0113,0.8540000000000001,214947,0.71,8.72e-05,4,0.166,-6.32,0,0.0793,106.89399999999999,0.818
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,1FTSo4v6BOZH9QxKc3MbVM,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,https://p.scdn.co/mp3-preview/183c0855e94b58dcb267e2b0721d4a3c99260acf?cid=63a77ff40e794a12ae216a18befde98c,Song 2 - 2012 Remaster,74,Blur,Blur [Special Edition],0.0017800000000000001,0.674,121160,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,0.9179999999999999
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,4Ayu1BbmKCLw8tBztvHFBE,spotify:track:4Ayu1BbmKCLw8tBztvHFBE,https://p.scdn.co/mp3-preview/b8476ad1aa953668867aa8fadbfb2a9800ad017e?cid=63a77ff40e794a12ae216a18befde98c,Alright,35,Supergrass,Playlist: 90s Pop,0.000479,0.467,180880,0.958,0.19899999999999998,4,0.299,-4.808,0,0.0775,145.92,0.701
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,6sHsXIJoEN5JpdkGMQDJxt,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,https://p.scdn.co/mp3-preview/2088d99205c4e8386d3de07cb6ce257caa430766?cid=63a77ff40e794a12ae216a18befde98c,The Boy Is Mine,65,"Brandy,Monica",Never Say Never,0.539,0.7040000000000001,294787,0.7070000000000001,0.00106,1,0.318,-6.537000000000001,0,0.0391,93.145,0.7609999999999999
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,1pKYYY0dkg23sQQXi0Q5zN,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,https://p.scdn.co/mp3-preview/6abb7faeef25296b79498738dbbfc398700944dc?cid=63a77ff40e794a12ae216a18befde98c,Around the World,68,Daft Punk,Homework,0.0035600000000000002,0.956,429533,0.795,0.889,7,0.0906,-5.311,1,0.15,121.294,0.841
decades,Jaren 90,134BrsErnfQSw0kgArfYCW,2UVLuddklEVak5PXgC7baA,spotify:track:2UVLuddklEVak5PXgC7baA,https://p.scdn.co/mp3-preview/9f04c5adba9415770b90b9d08bf055752c1d19fd?cid=63a77ff40e794a12ae216a18befde98c,Groove Is in the Heart,64,Deee-Lite,Rhino Hi-Five: Deee-Lite,0.0153,0.6940000000000001,231787,0.8809999999999999,0.0196,1,0.0851,-4.053,0,0.0701,121.554,0.924
