category_id,playlist_name,playlist_id,track_id,track_uri,track_preview_url,track_name,track_popularity,artist_name,album_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,3okPiJwW5nCLpug12sCL4p,spotify:track:3okPiJwW5nCLpug12sCL4p,,All Day and All of the Night,16,The Kinks,Kinks (Deluxe Edition),0.247,0.563,142227,0.915,8.46e-05,7,0.0613,-5.062,1,0.08,136.345,0.71
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,50w6PJJmcNzmqlQwts40x1,spotify:track:50w6PJJmcNzmqlQwts40x1,https://p.scdn.co/mp3-preview/85796f57ceae35bf9d0cdcda8699d6304e224e47?cid=63a77ff40e794a12ae216a18befde98c,Looking at You,40,MC5,Back In The USA,0.226,0.451,181307,0.802,1.85e-06,2,0.374,-5.568,1,0.048,92.21600000000001,0.89
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,6oU7sWzgcAXQuSHj0mZHKV,spotify:track:6oU7sWzgcAXQuSHj0mZHKV,https://p.scdn.co/mp3-preview/b202751fb794024afcc75220fc5aa8f166031ed3?cid=63a77ff40e794a12ae216a18befde98c,Out of Our Tree,34,The Wailers,The Wailers - Out of Our Tree,0.366,0.562,213333,0.789,0.882,8,0.22899999999999998,-11.809000000000001,0,0.0363,144.412,0.512
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,77DvhwGhnmfrXWwiJzeIMC,spotify:track:77DvhwGhnmfrXWwiJzeIMC,https://p.scdn.co/mp3-preview/f551ed138539e9252488f0599a62454769965170?cid=63a77ff40e794a12ae216a18befde98c,Psycho,42,The Sonics,Maintaining My Cool,0.6709999999999999,0.5670000000000001,140867,0.643,0.0,0,0.588,-11.354000000000001,1,0.0367,140.543,0.7170000000000001
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,0BlgrTepmp7SvbMBSmYy6X,spotify:track:0BlgrTepmp7SvbMBSmYy6X,,99th Floor,0,The Moving Sidewalks,The Complete Moving Sidewalks,0.048,0.457,135627,0.909,4e-06,7,0.0487,-2.438,1,0.0423,146.7,0.8490000000000001
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,0ykxLvBK8dKITVgz8jlST6,spotify:track:0ykxLvBK8dKITVgz8jlST6,,"You, I",0,The Rugbys,Hot Cargo,0.455,0.535,176853,0.586,0.0005769999999999999,7,0.157,-11.214,1,0.0891,161.786,0.804
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,5k219dajlxoykILBXTelGD,spotify:track:5k219dajlxoykILBXTelGD,,Children Of The Sun,17,The Misunderstood,Garage Rock Hits,0.0015400000000000001,0.293,173147,0.818,0.0166,6,0.289,-6.895,0,0.075,139.035,0.318
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,3v8PlUFGQQDBIk1J86waCo,spotify:track:3v8PlUFGQQDBIk1J86waCo,https://p.scdn.co/mp3-preview/767e69433abd76af00e098931e11153a416a3566?cid=63a77ff40e794a12ae216a18befde98c,Should I Stay or Should I Go - Remastered,68,The Clash,Hits Back,0.0838,0.742,188240,0.8440000000000001,0.0,2,0.418,-6.441,1,0.111,113.37100000000001,0.85
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,0ElRzK07sc9eszyk1ea9Ab,spotify:track:0ElRzK07sc9eszyk1ea9Ab,,Human Fly,52,The Cramps,Off The Bone,0.0389,0.531,136427,0.8490000000000001,0.00763,9,0.18600000000000003,-10.754000000000001,1,0.111,119.516,0.305
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,5qD3pTJqLmu2jH7gbXYQIO,spotify:track:5qD3pTJqLmu2jH7gbXYQIO,https://p.scdn.co/mp3-preview/416a8889acb04065f9bbee02dd81748a53db6fbf?cid=63a77ff40e794a12ae216a18befde98c,Try Me on for Size,31,The Electric Prunes,I Had Too Much To Dream (Last Night),0.6629999999999999,0.591,141224,0.7709999999999999,0.00161,7,0.35100000000000003,-10.622,1,0.0334,135.30700000000002,0.853
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,1FIMA2TNS2poopXXrpL5hh,spotify:track:1FIMA2TNS2poopXXrpL5hh,https://p.scdn.co/mp3-preview/ebf318329de413902b1b504002864aca45816eae?cid=63a77ff40e794a12ae216a18befde98c,She Lied,30,Rockin' Ramrods,Rockin' Ramrods - Best,0.00613,0.212,127414,0.765,0.10800000000000001,11,0.0719,-9.329,1,0.0551,153.716,0.7070000000000001
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,3vFk6NHuQUphZWGT898pEO,spotify:track:3vFk6NHuQUphZWGT898pEO,,Master Race Rock,1,The Dictators,Every Day Is Saturday,0.196,0.299,251040,0.9440000000000001,0.41,0,0.544,-4.976,1,0.128,79.245,0.256
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,0uzyN8QWbPGpOQLAXh27El,spotify:track:0uzyN8QWbPGpOQLAXh27El,,Holiday In Cambodia,3,Dead Kennedys,OMFG! That’s Punk,0.00344,0.133,224867,0.927,0.00044,7,0.0915,-5.371,1,0.0741,197.708,0.5
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,300zlZ31yfEPmo4AW1IARf,spotify:track:300zlZ31yfEPmo4AW1IARf,,Why,0,Dirty Wurds,100 '60s Garage Rock Hits,0.0138,0.331,141947,0.823,0.0828,9,0.0839,-7.428,1,0.0411,128.561,0.8390000000000001
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,3EN2eZgSBLW2f5YRLryKyK,spotify:track:3EN2eZgSBLW2f5YRLryKyK,,White Light/White Heat,1,The Velvet Underground,The Velvet Underground / Rock Legends,0.644,0.521,165720,0.6459999999999999,0.465,8,0.517,-10.974,1,0.0439,127.79299999999999,0.625
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,4flhEzNprMkUR0NxsKdOgw,spotify:track:4flhEzNprMkUR0NxsKdOgw,https://p.scdn.co/mp3-preview/91ab681f041191fbf6ad7219f2abed8cb517030e?cid=63a77ff40e794a12ae216a18befde98c,Evil Hoodoo,33,The Seeds,The Seeds,0.0389,0.231,319971,0.909,0.000291,4,0.0575,-13.122,0,0.0761,154.10299999999998,0.457
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,2iZHbEXfRYmvZ3op4WgkTW,spotify:track:2iZHbEXfRYmvZ3op4WgkTW,,Trash,1,New York Dolls,New York Dolls,0.00114,0.478,188307,0.698,0.0,7,0.191,-9.255,1,0.0321,112.98899999999999,0.85
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,6JWHh27jYOnwFXMe8LpQlF,spotify:track:6JWHh27jYOnwFXMe8LpQlF,https://p.scdn.co/mp3-preview/b5b5a083267a8c184a2fa40ad1f5a59bbb3ae583?cid=63a77ff40e794a12ae216a18befde98c,Hidden Charms,25,Link Wray,The Best of Link Wray,0.695,0.436,161253,0.9490000000000001,0.122,7,0.5720000000000001,-6.206,1,0.0421,168.00599999999997,0.7340000000000001
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,1iNzWnJ8wbRxaCJoQz7E2r,spotify:track:1iNzWnJ8wbRxaCJoQz7E2r,,I'm Eighteen - Remastered Version,37,Alice Cooper,Mascara & Monsters: The Best Of Alice Cooper,0.267,0.63,178267,0.613,0.00298,0,0.14300000000000002,-7.15,1,0.0288,97.95,0.5329999999999999
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,1UhYpKwdFiAefEXB6GJs60,spotify:track:1UhYpKwdFiAefEXB6GJs60,https://p.scdn.co/mp3-preview/3dcae4b14d723a07606fe7a43b998038853b6f85?cid=63a77ff40e794a12ae216a18befde98c,Blank Generation,12,Richard Hell,The Old Grey Whistle Test: Punk and New Wave,0.129,0.44,163000,0.85,3.79e-06,7,0.0959,-6.196000000000001,1,0.165,138.571,0.637
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,5g9utKqn0nJQr1MVvGbVCy,spotify:track:5g9utKqn0nJQr1MVvGbVCy,https://p.scdn.co/mp3-preview/d6154d254cb537263ba0092d20744c86a7503a5e?cid=63a77ff40e794a12ae216a18befde98c,I'm a Bug,28,Urinals,Negative Capability...Check it Out!,0.439,0.441,72733,0.9279999999999999,0.6459999999999999,2,0.46,-8.575,1,0.0404,169.83700000000002,0.963
punk,The Road to Punk Rock,37i9dQZF1DWU0FBqUeZYeN,14JJisJPl27K4OE2zeRqgX,spotify:track:14JJisJPl27K4OE2zeRqgX,,Search And Destory,30,The Stooges,The Life Aquatic With Steve Zissou,0.00731,0.239,207307,0.953,0.00307,6,0.11699999999999999,-3.015,1,0.10300000000000001,152.916,0.195
